priPhCons	mamPhCons	verPhCons	priPhyloP	mamPhyloP	verPhyloP	GerpS
0.699	0.404	0.057	-1.05	-1.833	-1.679	-5.84
0.009	0.387	0.011	-1.497	-2.296	-0.679	-7.47
0.973	0.998	0.999	-0.806	0.156	0.692	1.56
0.161	0.004	0.004	-1.226	-2.162	-2.099	-2.59
0.989	0.955	0.94	0.53	-0.456	-0.56	-5.23
0.79	0.009	0.0	-1.62	-3.085	-3.684	-8.21
0.01	0.001	0.0	-2.034	-7.085	-7.881	-11.0
0.075	0.405	0.996	-0.309	-0.113	0.503	0.0638
0.924	0.999	0.993	0.587	0.804	0.15	1.45
0.9	0.784	0.719	-0.146	-1.159	-0.239	-4.69
0.625	0.999	1.0	0.48	2.064	4.814	3.95
0.001	0.0	0.0	-2.343	-4.684	-4.626	-7.83
0.105	0.0	0.0	0.53	0.279	0.163	0.771
0.768	0.08	0.081	0.455	0.359	0.37	1.4
0.25	0.188	0.931	0.457	-0.728	-0.434	-5.41
0.998	1.0	1.0	0.457	1.815	2.049	4.85
0.013	0.001	0.0	-0.23	-0.077	-0.311	-1.06
0.972	0.995	0.983	-1.366	-0.106	-0.02	0.924
0.157	0.931	0.738	-1.106	-0.843	-0.748	-5.28
0.984	0.602	0.999	0.53	0.414	1.134	2.49
0.959	1.0	0.993	0.473	0.449	0.32	3.36
0.738	0.993	0.971	-1.29	-0.123	-0.096	-3.22
0.507	0.914	0.491	-1.217	-1.304	-0.779	-11.1
0.146	0.086	0.615	0.645	-1.239	-1.223	-6.68
0.221	1.0	1.0	0.651	2.856	2.41	5.0
0.716	0.991	0.246	-0.246	0.681	0.631	2.3
0.961	0.053	0.156	-0.255	-2.059	-0.832	-11.6
0.0	0.0	0.0	0.0	-0.754	-0.726	-1.66
0.999	0.997	0.975	0.53	-0.076	-0.204	0.345
0.931	0.999	1.0	0.645	0.593	1.809	1.85
0.889	1.0	0.974	-0.144	0.316	-0.136	1.85
0.001	0.0	0.0	-1.238	-3.016	-3.007	-5.95
0.923	0.998	0.98	0.457	2.541	1.478	4.9
0.98	0.984	0.888	-0.193	-0.306	-0.419	-3.58
0.932	1.0	1.0	0.557	1.118	1.115	2.79
0.611	1.0	0.901	-0.518	0.413	-0.005	1.16
0.56	0.745	0.803	-0.319	-1.8	-1.323	-10.0
0.987	1.0	1.0	0.651	1.405	1.58	3.68
0.947	0.643	0.938	-0.759	-1.166	-0.348	-6.32
0.708	0.352	0.998	-0.26	-0.742	0.212	-2.61
0.996	0.996	0.995	0.651	0.914	0.162	2.98
0.46	0.999	0.997	0.651	2.172	1.287	4.75
0.002	0.0	0.0	0.334	-0.102	-0.06	-0.0649
0.988	1.0	1.0	0.651	0.749	0.711	4.01
0.98	1.0	0.999	0.457	0.52	0.434	1.59
0.002	0.0	0.0	-1.331	-5.614	-5.095	-8.42
0.05	0.002	0.036	-0.144	-0.636	-0.035	-2.57
0.986	1.0	1.0	0.587	1.37	1.358	4.74
0.001	0.0	0.0	-0.469	-3.112	-2.488	-7.59
0.23	0.988	0.067	-0.771	0.041	-0.015	1.08
0.987	1.0	1.0	-0.823	0.259	0.51	0.868
0.103	0.154	0.48	-1.579	-1.856	-1.261	-9.24
0.112	0.14	0.029	0.474	1.541	0.159	2.2
0.982	1.0	1.0	0.557	2.81	1.098	5.92
0.981	0.999	0.997	-0.148	0.13	0.242	2.03
0.981	0.999	1.0	-0.223	0.333	1.791	2.31
0.014	0.04	0.021	-0.319	-0.539	-0.882	-4.43
0.889	0.024	0.755	-0.194	-0.406	0.083	-0.489
0.192	0.0	0.0	0.651	-0.311	-0.68	-3.94
0.007	0.0	0.0	0.553	0.042	-0.582	-0.195
0.726	0.0	0.0	0.587	-0.161	0.059	0.486
0.991	0.249	0.426	0.651	-0.502	-0.345	-4.34
0.182	0.04	0.996	0.486	0.93	1.369	3.6
0.453	0.266	0.454	-0.142	-1.305	-1.875	-10.2
0.17	0.974	0.997	-1.63	-0.463	0.029	-0.121
0.022	0.005	0.539	0.531	0.126	0.381	2.2
0.001	0.001	0.002	-0.358	-1.063	-0.185	-5.41
0.998	1.0	1.0	0.53	0.314	1.301	2.15
0.292	0.128	0.985	-0.803	-0.801	-0.072	-3.39
0.015	0.009	0.046	-0.197	0.601	1.027	1.43
0.242	0.002	0.0	-1.837	-3.568	-2.987	-9.64
0.392	0.602	0.904	-1.837	-1.763	-0.447	-6.27
0.737	0.992	0.996	-0.375	-0.212	-0.105	-0.559
0.317	0.0	0.001	-0.924	-2.873	-2.705	-9.02
0.99	0.992	0.989	0.557	-0.365	-0.084	-1.54
0.232	0.082	0.996	-0.327	-0.898	-0.081	-1.58
0.001	0.0	0.0	-0.329	-0.873	-0.524	-4.68
0.832	1.0	1.0	0.651	2.649	2.973	4.8
0.34	0.552	0.071	-1.9	-1.975	-1.638	-8.6
0.999	1.0	1.0	0.645	1.407	1.188	4.31
0.181	0.987	0.726	0.559	-0.193	-0.719	-4.22
0.003	0.001	0.0	-0.503	-1.156	-1.366	-4.56
0.983	0.963	0.993	0.53	-0.106	0.04	0.627
0.569	0.318	0.36	0.525	0.442	1.385	3.5
0.004	0.004	0.296	-0.492	-1.409	-1.526	-6.13
0.965	0.999	1.0	0.651	1.464	1.175	4.04
0.92	0.747	0.69	-1.339	-1.813	-0.875	-10.8
0.989	0.852	0.962	0.374	0.329	0.547	1.66
0.996	1.0	1.0	0.557	1.199	1.477	4.77
0.812	0.0	0.0	0.478	-1.277	-1.556	-8.3
0.998	1.0	1.0	0.645	2.402	1.639	5.17
0.105	0.537	0.954	0.0	0.122	0.345	0.995
0.066	0.001	0.014	0.478	-0.187	0.114	0.333
0.021	0.002	0.0	-1.229	-0.578	0.024	-1.06
0.058	0.002	0.008	0.255	-0.371	0.012	-0.452
0.072	0.741	0.99	-0.126	1.472	1.855	4.93
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.976	0.994	0.997	-0.14	0.374	0.23	2.0
0.002	0.948	0.552	-0.16	-0.725	-0.764	-4.24
0.996	1.0	1.0	0.53	2.285	1.216	4.51
0.106	0.573	0.633	-1.096	-0.927	-0.758	-4.83
0.59	0.311	0.406	-0.777	-1.863	-0.847	-6.98
0.003	0.0	0.009	0.129	-0.144	0.112	-0.446
0.031	0.636	0.798	-0.261	0.204	0.158	2.37
0.306	0.771	0.912	-0.194	0.403	0.797	2.69
0.96	0.105	0.392	-0.277	-3.654	-2.116	-8.59
0.071	0.0	0.0	-3.865	-4.286	-3.567	-9.09
0.01	0.0	0.0	-1.8	-1.024	-0.569	-4.75
0.998	1.0	1.0	0.645	2.746	4.051	5.53
0.015	0.954	0.863	-0.345	-0.796	-0.708	-2.96
0.0	0.0	0.0	-1.448	-1.218	-0.517	-3.24
0.427	0.859	0.13	-2.794	-1.691	-1.734	-10.3
0.111	0.0	0.0	-0.14	-2.646	-2.576	-11.1
0.319	0.002	0.0	-0.464	-1.999	-1.808	-9.56
0.002	0.0	0.012	-1.839	-1.884	-1.301	-6.45
0.894	0.017	0.0	-0.329	-1.228	-2.091	-7.71
0.992	0.985	0.993	0.645	1.253	0.266	3.3
0.952	1.0	1.0	0.559	2.515	1.304	5.35
0.998	1.0	1.0	0.645	0.841	1.048	3.83
0.012	0.013	0.001	0.575	0.97	0.55	2.11
0.986	1.0	1.0	0.412	2.216	1.037	4.37
0.965	0.972	0.993	-0.392	-0.757	0.041	-4.07
0.971	1.0	1.0	0.553	1.461	3.233	4.93
0.362	0.992	0.982	0.457	1.01	2.315	3.2
0.0	0.0	0.0	0.651	0.36	0.638	2.5
0.99	0.971	0.98	-0.253	-0.878	-0.375	-3.16
0.012	0.0	0.0	0.3	-0.124	-0.843	-2.65
0.257	0.652	0.115	-1.614	-1.917	-2.206	-6.45
0.239	0.981	1.0	0.651	2.789	2.714	5.91
0.997	1.0	1.0	0.557	2.799	3.922	5.93
0.381	0.62	0.0	0.521	0.219	-0.014	-0.0124
0.943	0.994	0.665	-1.838	-0.164	-0.893	-1.84
0.965	0.977	0.713	-0.187	0.069	0.067	0.332
0.775	0.943	0.963	0.422	0.466	0.223	1.6
0.01	0.0	0.0	-0.777	-3.14	-3.651	-11.7
0.743	0.93	0.651	0.299	-1.099	-1.307	-5.93
0.729	0.001	0.001	-0.142	-1.89	-1.974	-9.15
0.177	0.042	0.011	-0.393	-0.528	-0.345	-1.77
0.003	0.0	0.0	-2.005	-4.019	-2.983	-10.5
0.028	0.005	0.108	-0.15	-1.926	-0.902	-7.12
0.852	1.0	1.0	0.557	1.262	2.215	4.39
0.055	0.597	0.04	0.466	0.824	-0.07	0.117
0.105	0.831	0.993	-2.547	-0.427	-0.167	-2.44
0.308	0.819	0.99	-0.194	-0.442	-0.07	-2.93
0.763	0.913	0.383	-0.924	0.214	0.097	0.738
0.989	1.0	1.0	0.525	2.248	2.372	5.57
0.997	0.999	1.0	0.651	0.188	2.157	2.48
0.989	0.999	1.0	0.651	0.656	2.312	3.62
0.004	0.004	0.957	-1.523	-1.506	-1.02	-0.218
0.853	0.991	0.999	0.557	0.681	0.401	1.27
0.032	0.003	0.008	0.486	0.321	0.316	1.22
0.995	1.0	1.0	0.646	0.581	0.473	2.0
0.142	0.01	0.047	0.128	0.018	1.257	0.125
0.472	0.966	0.928	0.651	1.279	0.327	2.12
0.087	0.023	0.019	-0.459	-0.35	-0.246	-2.6
0.972	1.0	0.999	0.645	1.501	0.481	5.08
0.027	0.023	0.943	0.176	-2.154	-0.922	-6.17
0.594	0.357	0.768	0.651	0.166	0.305	0.527
0.993	1.0	1.0	0.53	2.324	3.171	6.07
0.994	1.0	1.0	0.645	0.754	1.433	3.97
0.824	0.471	0.021	-0.142	0.092	-0.194	0.372
0.084	0.0	0.0	0.455	-0.949	-1.16	-5.98
0.504	0.0	0.0	0.559	-0.249	-0.325	-3.37
0.93	0.003	0.004	0.425	2.17	1.896	4.72
0.984	1.0	1.0	0.557	2.51	2.164	3.91
0.962	0.974	0.906	-0.171	-0.569	-0.636	-5.77
0.949	0.179	0.303	-0.144	-1.779	-1.159	-8.85
0.705	0.021	0.107	-1.849	-2.152	-1.63	-11.5
0.89	0.13	0.163	-0.96	-0.049	0.082	1.03
0.097	0.871	0.872	-0.804	0.839	0.97	3.79
0.986	0.99	0.974	-0.297	-0.499	-0.268	-5.27
0.204	0.0	0.0	0.53	0.128	-0.054	0.257
0.998	1.0	1.0	0.457	1.082	0.839	3.62
0.337	0.003	0.013	0.53	0.82	0.936	3.07
0.013	0.002	0.0	0.651	0.063	-0.206	-0.215
0.002	0.001	0.001	-0.234	-0.527	-0.084	-4.93
0.007	0.0	0.0	-2.353	-2.761	-2.064	-7.04
0.964	0.994	0.994	-1.154	-0.154	0.058	1.7
0.267	0.986	0.994	-0.819	-0.381	-0.113	-2.87
0.128	0.994	1.0	0.559	0.91	1.743	3.69
0.995	0.999	0.997	0.651	0.36	0.151	0.992
0.99	1.0	1.0	-0.146	1.629	3.646	4.99
0.019	0.997	0.964	-0.908	-0.077	-0.174	-0.74
0.306	0.0	0.0	-0.466	-2.198	-2.835	-10.8
0.978	0.943	0.773	-0.15	-0.849	-0.885	-4.27
0.001	0.0	0.0	-1.63	-0.485	-0.445	-0.672
0.994	1.0	1.0	0.559	1.481	1.621	4.98
0.913	0.99	0.995	0.557	-0.381	0.043	-2.17
0.0	0.001	0.001	-0.274	-0.047	-0.058	-0.721
0.924	1.0	1.0	-1.092	0.385	2.609	2.98
0.996	0.996	0.998	0.559	-0.099	0.26	-0.648
0.984	1.0	1.0	-0.132	1.37	0.698	3.6
0.978	0.547	0.02	-0.302	-1.899	-2.275	-10.0
0.719	1.0	1.0	0.249	0.449	1.254	2.81
0.942	0.005	0.0	-0.255	-2.022	-2.711	-10.2
0.952	0.999	1.0	-0.273	0.222	0.48	1.36
0.326	0.005	0.019	0.307	0.391	0.603	1.66
0.995	1.0	1.0	0.52	0.478	1.442	3.61
0.004	0.0	0.0	-0.743	-2.847	-2.805	-10.9
0.031	0.0	0.001	0.255	0.04	0.066	0.322
0.001	0.001	0.002	-0.364	-0.177	-0.172	-1.58
0.964	1.0	1.0	0.559	2.462	2.224	5.29
0.544	0.799	0.601	0.651	-0.711	-0.308	-4.54
0.99	0.076	0.839	-0.498	-1.386	-0.909	-11.0
0.993	0.996	1.0	0.646	-0.009	0.667	-0.997
0.911	0.979	0.423	-0.14	-0.04	-0.08	-0.877
0.049	0.0	0.0	-0.473	-2.254	-2.176	-4.47
0.997	0.987	0.982	0.557	1.308	1.388	4.64
0.979	1.0	1.0	-0.399	0.839	1.798	3.31
0.967	1.0	1.0	0.457	2.132	1.924	5.32
0.001	0.0	0.0	-1.563	-1.291	-0.817	-3.4
0.307	0.995	0.957	-0.29	0.014	-0.163	-0.786
0.339	0.973	0.998	-0.155	0.791	0.842	3.25
0.041	0.002	0.0	-0.141	-0.17	-0.216	-1.81
0.991	1.0	1.0	0.557	2.252	2.833	4.91
0.184	0.111	0.942	-1.023	-0.933	-0.233	-5.16
0.018	0.001	0.006	0.406	0.062	0.282	0.387
0.132	0.009	0.106	0.55	-0.375	-0.263	-4.2
0.957	0.933	0.945	0.651	1.529	1.683	4.77
0.005	0.005	0.001	-0.13	-0.406	-0.182	-2.04
0.998	1.0	1.0	0.53	0.339	2.228	1.78
0.027	0.0	0.001	-0.264	-0.256	-0.306	-1.81
0.752	0.913	0.661	-1.29	-1.258	-1.434	-9.23
0.499	0.997	0.998	-0.146	1.2	0.908	2.18
0.659	0.935	0.925	0.451	0.826	0.013	1.86
0.99	0.166	0.0	0.473	-0.967	-1.77	-7.3
0.145	0.926	0.996	-1.141	0.827	1.654	4.97
0.686	0.999	0.998	-0.375	0.785	0.271	1.07
0.12	0.295	0.954	0.651	0.271	1.613	1.85
0.135	0.001	0.0	0.488	-0.122	-0.9	-1.43
0.314	0.992	0.995	-1.171	-0.66	-0.145	-3.13
0.867	0.066	0.473	-0.264	-1.613	-0.797	-4.94
0.002	0.002	0.002	0.452	0.721	0.766	1.07
0.173	0.0	0.0	-0.318	-2.179	-1.127	-10.7
0.943	0.0	0.005	-0.347	-1.387	-0.308	-5.38
0.958	0.989	1.0	0.651	0.898	2.619	3.48
0.91	0.856	0.813	-0.21	0.071	0.148	2.11
0.996	0.999	0.997	0.53	1.042	1.346	4.81
0.948	0.001	0.003	-1.05	-2.818	-2.319	-10.7
0.967	0.999	0.991	0.53	0.987	0.268	4.54
0.723	1.0	1.0	0.651	0.925	1.391	4.37
0.967	0.917	0.932	0.581	0.129	0.238	1.33
0.836	0.931	0.106	-1.2	-0.128	-0.511	-2.26
0.968	1.0	1.0	0.651	2.511	0.848	3.54
0.032	0.013	0.0	0.462	-0.35	-0.429	-3.1
0.003	0.0	0.0	-1.464	-1.486	-1.297	-1.45
0.021	0.001	0.001	-1.034	-1.694	-1.594	-1.06
0.536	0.954	0.897	0.557	-0.081	0.045	0.372
0.359	0.211	0.373	0.374	0.31	0.406	1.93
0.999	1.0	1.0	0.645	2.702	2.335	5.18
0.997	0.999	0.472	0.478	0.018	-0.474	-0.375
0.988	0.999	0.999	-0.768	0.195	0.409	2.52
0.998	1.0	1.0	0.557	2.24	0.975	3.09
0.003	0.0	0.0	-0.47	-1.428	-1.315	-5.83
0.884	0.998	0.997	0.597	0.63	0.694	4.14
0.402	0.875	0.806	0.651	1.473	0.853	4.0
0.998	0.932	0.907	0.457	-1.079	-0.526	-6.27
0.497	0.991	0.984	0.651	1.431	0.382	2.7
0.945	0.996	0.99	-0.309	0.037	-0.049	0.174
0.149	0.893	1.0	0.37	0.689	0.579	0.993
0.049	0.986	0.988	-0.821	-0.758	-0.261	-4.52
0.995	1.0	1.0	0.645	1.563	1.492	4.79
0.065	0.002	0.223	-0.401	-1.308	-1.704	-7.64
0.034	0.952	0.986	-1.068	-0.788	-0.321	-3.0
0.436	0.66	0.999	0.459	2.362	5.391	4.77
0.916	0.635	0.259	-1.553	-2.416	-1.577	-10.1
0.188	0.0	0.002	-2.139	-2.822	-3.272	-9.91
0.144	0.906	0.505	-1.05	-0.906	-1.281	-4.98
0.063	1.0	1.0	0.553	0.396	0.62	0.903
0.0	0.0	0.0	-2.252	-1.541	-1.747	-5.59
0.017	0.004	0.507	-0.264	-1.744	-1.272	-9.92
0.092	0.0	0.001	0.0	0.913	0.218	0.722
0.831	0.364	0.462	-0.96	-0.584	-0.49	-2.99
0.865	0.0	0.0	-0.358	-0.138	0.042	-0.339
0.996	0.816	0.952	0.478	-1.346	-0.365	-5.91
0.001	0.002	0.0	-0.257	0.087	-0.241	0.159
0.035	0.189	0.067	-0.738	0.148	-0.751	-1.7
0.914	0.934	0.582	-0.309	-0.907	-1.046	-4.55
0.968	0.998	0.983	0.587	-0.077	-0.126	0.627
0.168	0.001	0.001	-0.49	-0.995	-0.932	-7.84
0.118	0.593	0.99	0.275	1.106	1.307	2.0
0.216	0.894	0.914	0.398	0.386	0.543	2.01
0.012	0.989	0.869	-0.126	0.146	-0.366	0.474
0.909	0.0	0.004	-1.156	-1.636	-0.885	-5.78
0.967	0.956	0.631	-1.837	-0.732	-0.916	-1.25
0.129	0.0	0.0	-0.327	-0.187	-0.0	0.304
0.312	0.599	0.989	0.473	-0.981	0.064	-4.09
0.101	0.009	0.004	-1.42	0.078	0.063	-0.0302
0.001	0.001	0.001	-0.841	-0.814	-0.728	-2.07
0.029	0.83	0.942	-0.127	-1.009	-0.287	-6.04
0.057	0.0	0.0	-3.093	-2.118	-1.178	-9.88
0.029	0.0	0.0	-0.344	-3.479	-3.051	-11.6
0.414	0.098	0.002	-1.119	-4.518	-4.308	-10.2
0.001	0.0	0.0	-0.375	-1.584	-0.511	-3.88
0.563	1.0	1.0	0.451	1.388	2.021	4.0
0.406	0.797	0.67	-0.238	-0.225	-0.968	-1.67
0.988	1.0	1.0	0.473	2.137	3.259	5.63
0.712	0.995	0.994	-0.321	0.125	0.281	1.84
0.246	0.001	0.001	-1.837	-4.419	-4.316	-9.45
0.941	0.943	0.688	-0.971	-1.03	-0.996	-6.94
0.285	0.274	0.416	-0.908	-0.832	-0.436	-3.06
0.3	0.999	1.0	0.645	2.538	1.55	4.33
0.004	0.0	0.0	-0.722	-0.546	-0.327	-1.87
0.992	0.861	0.857	0.53	-0.755	-0.264	-6.52
0.005	0.0	0.0	-1.551	-0.223	-0.013	-0.443
0.01	0.002	0.0	0.559	-0.186	-0.404	-2.66
0.078	0.0	0.007	-0.28	-0.966	-0.499	-5.15
0.217	0.052	0.962	-0.95	-0.376	0.369	-1.62
0.983	1.0	1.0	0.455	0.588	1.934	3.69
0.645	0.009	0.002	-1.117	-2.635	-3.445	-11.3
0.815	0.961	0.996	-1.088	-0.454	0.149	-2.0
0.878	0.787	0.256	-0.838	-1.718	-1.651	-10.9
0.581	0.005	0.011	-0.421	-2.796	-2.669	-7.64
0.0	0.0	0.0	-1.156	-0.379	-0.355	-1.63
0.001	0.006	0.035	-1.216	-1.908	-2.077	-8.87
0.022	0.237	0.845	0.148	-0.664	-0.778	-2.57
0.308	0.996	0.978	-1.05	-0.27	-0.166	-1.14
0.22	0.214	0.044	-1.898	-1.757	-2.22	-10.1
0.009	0.003	0.31	-1.041	-0.626	-0.502	-3.76
0.0	0.014	0.002	0.0	-0.186	0.033	0.0471
0.0	0.0	0.0	-1.303	-0.308	-0.533	-2.61
0.953	0.993	1.0	-0.297	-0.327	0.532	-0.882
0.979	0.925	0.994	0.553	0.335	0.228	1.1
0.741	0.362	0.838	-1.147	-0.909	-0.541	-5.88
0.757	0.836	0.675	0.248	-0.706	-0.822	-5.16
0.752	0.059	0.01	0.437	0.892	0.062	2.36
0.992	0.999	0.998	-0.451	0.068	0.098	0.267
0.064	0.001	0.0	-0.243	-1.463	-0.567	-8.06
0.006	0.109	0.008	-2.449	-3.377	-3.641	-8.16
0.998	1.0	1.0	0.651	2.492	2.496	5.37
0.001	0.0	0.001	-1.452	-1.115	-0.888	-3.58
0.625	0.868	1.0	0.54	1.188	3.06	4.42
0.832	0.988	0.955	-1.582	-0.253	-0.841	-2.81
0.985	0.642	0.647	-0.332	-1.285	-0.798	-4.65
0.998	1.0	1.0	0.452	1.057	1.267	4.55
0.059	0.002	0.022	0.651	-0.387	-0.632	-3.83
0.981	0.963	0.731	-0.819	-0.848	-1.408	-6.45
0.998	1.0	1.0	0.452	1.864	4.753	4.65
0.993	0.885	0.928	0.53	1.098	1.5	3.77
0.006	0.472	0.993	-0.264	0.209	0.306	0.535
0.356	0.996	0.998	-0.382	-0.302	0.183	-0.68
0.25	0.064	0.0	0.645	0.072	-0.137	1.8
0.908	0.992	0.989	0.457	0.246	-0.044	0.416
0.989	0.844	0.829	-0.492	-2.158	-0.849	-8.17
0.043	0.0	0.0	-0.328	-0.509	-0.606	-3.37
0.008	0.261	0.0	-1.366	-1.218	-1.475	-9.95
0.24	0.957	1.0	-0.14	0.649	1.176	1.19
0.91	0.679	0.782	0.651	-1.004	-0.757	-5.24
0.0	0.0	0.0	-3.211	-3.639	-5.214	-10.2
0.031	0.228	0.948	-1.63	0.441	2.343	3.79
0.109	0.003	0.119	0.473	0.85	2.504	1.54
0.944	0.016	0.045	-0.474	-3.99	-1.961	-10.7
0.968	0.999	0.974	0.462	0.016	-0.299	-0.826
0.005	0.0	0.011	-0.473	-0.171	-0.273	-2.1
0.057	0.129	0.105	-1.071	-0.212	-0.055	-0.0176
0.721	0.99	0.997	0.557	0.195	0.264	1.81
0.558	0.938	0.985	0.53	-0.979	-0.056	-4.35
0.195	0.011	0.174	-0.344	-0.433	-0.696	-1.64
0.992	1.0	0.832	0.473	0.886	-0.115	1.54
0.0	0.0	0.0	-0.144	-0.702	-0.59	-3.56
0.003	0.0	0.001	0.105	-0.18	-0.249	-0.673
0.986	1.0	1.0	0.557	2.295	2.183	4.97
0.001	0.0	0.001	-0.845	-0.357	-0.319	-4.55
0.08	0.492	0.806	0.581	1.302	0.675	3.55
0.845	0.992	0.999	0.473	-0.114	0.622	0.242
0.378	0.882	0.996	-0.157	1.292	0.847	3.08
0.97	0.995	0.983	0.281	-0.002	-0.303	0.241
0.978	0.998	0.999	0.553	1.993	1.125	1.95
0.949	1.0	1.0	0.651	0.75	1.471	3.81
0.283	0.028	0.01	-1.712	-0.088	-0.788	-1.56
0.992	0.999	0.895	-0.481	0.006	-0.344	-0.1
0.838	1.0	1.0	0.444	0.797	2.188	2.89
0.327	0.681	0.377	-1.626	-1.464	-0.99	-6.5
0.99	0.878	0.253	0.55	-0.237	-0.387	-1.29
0.995	1.0	1.0	0.587	1.336	1.128	3.35
0.104	0.069	0.798	-1.133	-1.033	-0.918	-5.99
0.1	0.0	0.001	0.462	0.053	0.488	1.31
0.19	0.187	0.212	0.176	0.173	0.179	0.109
0.004	0.003	0.05	-2.424	-3.435	-2.054	-10.6
0.979	1.0	1.0	0.559	2.16	2.517	4.22
0.003	0.0	0.008	0.444	-0.307	-0.215	-0.867
0.893	0.991	0.996	-0.28	-0.459	0.026	-0.543
0.985	0.021	0.006	0.457	-0.806	-0.528	-2.89
0.055	0.001	0.002	0.452	0.205	0.439	1.83
0.976	0.078	0.0	-0.223	-1.962	-2.827	-10.7
0.984	0.998	0.998	-0.478	-0.063	0.083	-0.513
0.001	0.0	0.0	-1.019	-0.584	-0.574	-2.4
0.037	0.0	0.0	-0.481	-2.532	-2.768	-10.9
0.0	0.0	0.0	-1.582	-3.156	-3.245	-8.7
0.005	0.0	0.776	0.651	-0.481	-0.276	-2.84
0.985	0.999	0.995	-0.17	0.206	0.049	0.611
0.997	0.742	0.591	-0.144	-1.913	-1.763	-11.0
0.071	0.038	0.819	0.651	-1.053	-0.103	-5.79
0.988	1.0	1.0	0.557	2.723	1.562	4.86
0.944	0.894	0.823	0.509	-0.516	-0.299	-1.78
0.873	0.939	0.317	-3.104	-1.233	-1.438	-6.16
0.092	0.626	0.137	0.307	0.223	-0.86	-0.557
0.957	0.997	0.996	0.525	0.446	0.398	2.99
0.319	0.433	0.57	-0.261	-1.145	-0.808	-9.07
0.25	0.511	0.378	-2.247	-1.59	-0.678	-8.48
0.234	0.852	0.995	0.307	1.276	0.566	2.59
0.989	1.0	1.0	0.651	0.722	1.119	3.08
0.008	0.998	0.975	0.557	1.682	1.349	2.49
0.158	0.009	0.006	-1.29	-1.473	-1.952	-7.0
0.946	0.0	0.0	0.651	-1.574	-1.416	-5.67
0.974	0.002	0.006	0.651	-0.973	-0.359	-5.01
0.684	0.92	0.637	-0.661	-1.89	-1.904	-7.13
0.144	0.504	0.509	-1.071	-1.076	-0.488	-3.54
0.01	0.0	0.0	-1.5	-0.705	-0.956	-4.82
0.007	0.0	0.0	0.559	-0.256	-0.402	-2.89
0.995	1.0	1.0	0.553	1.533	1.997	5.15
0.984	1.0	1.0	-0.319	1.007	1.478	3.07
0.973	0.98	0.923	-0.828	-0.483	-0.511	-1.57
0.306	0.923	0.989	0.45	0.05	0.646	1.12
0.757	1.0	1.0	0.557	0.451	0.499	2.37
0.003	0.125	0.0	-0.235	-0.143	-0.014	-1.28
0.963	0.856	0.999	0.557	0.068	0.501	0.67
0.028	0.001	0.662	0.478	-0.774	-0.293	-1.68
0.403	0.904	0.996	-1.387	-0.762	0.061	-2.86
0.619	0.843	0.761	-2.382	-0.919	-0.532	-2.64
0.001	0.0	0.0	-2.627	-2.135	-2.551	-10.6
0.002	0.001	0.001	-0.778	0.066	0.055	0.365
0.99	0.981	0.96	-0.487	-0.773	-0.335	-3.29
0.064	0.052	0.495	0.646	1.173	1.144	2.82
0.845	0.561	0.732	-1.263	-3.373	-1.803	-7.23
0.016	0.278	0.255	-0.261	0.485	0.615	3.49
0.347	0.805	0.042	-0.18	0.15	-0.335	-1.6
0.93	0.001	0.0	0.525	-1.369	-2.112	-11.0
0.295	0.905	0.999	-0.239	0.425	1.94	1.81
0.969	0.985	0.974	-0.223	-0.537	-0.397	-5.56
0.76	0.297	0.001	0.452	-0.005	0.108	-0.761
0.987	1.0	1.0	0.484	1.831	1.447	5.49
0.933	0.921	0.992	0.651	-0.266	-0.035	-2.84
0.161	0.0	0.059	0.455	-0.301	-0.272	-2.18
0.992	0.999	1.0	-0.485	0.073	0.57	0.3
0.436	0.2	0.278	-0.232	0.261	0.263	1.01
0.701	0.97	0.994	-0.267	-0.082	-0.037	-0.205
0.968	1.0	1.0	0.651	2.511	0.848	3.54
0.053	0.0	0.0	0.455	-0.583	-0.934	-6.93
0.013	0.0	0.0	-0.144	-2.434	-2.424	-6.79
0.998	1.0	1.0	0.651	2.663	6.172	5.67
0.979	0.997	0.981	0.375	-0.191	-0.113	-1.42
0.062	0.005	0.079	-2.028	-4.495	-2.735	-8.25
0.983	0.991	1.0	0.581	1.03	0.976	2.59
0.994	0.999	1.0	0.525	0.895	1.918	4.3
0.104	0.007	0.001	-0.44	0.052	-0.062	-1.78
0.991	0.84	0.197	0.651	2.756	0.836	4.65
0.007	0.003	0.004	-0.528	-0.266	0.023	-0.59
0.083	0.049	0.002	0.457	0.048	0.127	0.631
0.033	0.041	0.893	0.157	0.071	0.328	1.08
0.955	1.0	1.0	-0.142	0.589	0.88	2.48
0.891	0.975	0.921	-1.215	-0.279	-0.118	-0.463
0.003	0.237	0.999	0.651	-0.426	0.413	-0.535
0.966	0.999	1.0	0.651	0.743	1.289	3.56
0.914	0.996	0.975	-0.882	0.07	-0.152	0.628
0.0	0.0	0.0	-0.278	-0.083	0.128	-0.437
0.99	1.0	1.0	0.651	1.481	1.392	4.91
0.334	0.014	0.032	0.158	-0.707	-0.405	-2.29
0.988	0.996	0.9	0.559	-0.175	-0.503	-1.56
0.985	0.978	0.983	-0.654	-0.974	-0.268	-6.14
0.624	0.293	0.574	0.553	0.224	0.258	1.14
0.017	0.001	0.0	0.457	-0.115	-0.882	-2.16
